9000,0.24364831005463913
10000,-0.026469604611704847
10010,-0.013849809162790286
10020,-0.013419358140850357
10030,-0.02985877456119835
10040,-0.03705804411112247
10050,-0.03183366450955802
10060,-0.039227101879884554
10070,-0.007566798499380142
10080,-0.01966000919076355
10090,-0.03282384328650076
10100,-0.05009884446183708
10110,-0.035000041528339666
10120,-0.050017539593521884
10130,-0.023114925269368664
10140,-0.012559209072296292
10150,-0.003223885833591165
10200,-0.04919328497400031
10250,-0.03931780018664602
10300,-0.01888951923027035
10350,-0.11611173552632645
10400,-0.14433832863808171
10450,-0.12263009130164325
10500,-0.14391052677441207
10600,-0.01199464477226904
10700,-0.025972424093372918
10800,-0.09993868217252948
10900,-0.003322592910845493
11000,-0.010084631086272756
11100,-0.06848538570022045
11200,-0.04598193312680347
11300,-0.15193446384436166
11400,-0.23094138821325544
11500,-0.32836943982077027
11600,-0.24986209150306204
11700,-0.21306077785499666
11800,-0.24768731112734213
11900,-0.14560956373237946
12000,-0.14193360734401378
12250,-0.25769855622605503
12500,-0.2439352246931955
12750,-0.15742736418994402
13000,-0.11769537226456013
13250,-0.05025038231152672
13500,-0.09492757794178222
13750,-0.059055951788704875
